2026-01-09 10:10:22,collapse,1024,0.5186
2026-01-09 10:14:12,collapse,1024,0.4922
2026-01-09 10:16:25,collapse,1024,0.4912
2026-01-09 11:10:28,collapse,1024,0.4736
2026-01-09 11:10:41,entanglement,1024,0.4814
2026-01-09 11:10:47,tunneling,1024,0.5107
2026-01-09 11:10:53,collapse,1024,0.5137
2026-01-09 11:10:57,entanglement,1024,0.5332
2026-01-09 11:11:02,collapse,1024,0.5215
2026-01-09 11:55:24,collapse,1024,0.5020
2026-01-09 11:55:30,tunneling,1024,0.4893
2026-01-09 11:55:39,entanglement,1024,0.5186
2026-01-09 11:55:51,entanglement,1024,0.4971
2026-01-09 11:55:56,collapse,1024,0.4834
2026-01-09 11:56:00,tunneling,1024,0.4863
2026-01-09 14:52:11,collapse,1024,0.5283
2026-01-09 14:52:15,tunneling,1024,0.5137
2026-01-09 14:52:45,collapse,1024,0.4873
2026-01-09 14:52:50,entanglement,1024,0.5098
2026-01-09 14:52:53,tunneling,1024,0.4854
2026-01-09 14:56:10,collapse,1905,0.4971
2026-01-09 15:01:31,collapse,1024,0.5137
2026-01-09 15:05:18,collapse,1024,0.4980
2026-01-09 15:24:49,collapse,1024,0.5225
2026-01-09 15:26:33,collapse,1024,0.4785
2026-01-09 15:33:10,collapse,1024,0.5391
2026-01-09 15:38:52,collapse,2048,0.4956
2026-01-09 16:04:33,collapse,2048,0.4868
2026-01-09 16:09:40,collapse,2048,0.5024
2026-01-09 16:09:46,tunneling,2048,0.4946
2026-01-09 16:24:15,collapse,2048,0.5078
2026-01-09 16:24:26,tunneling,2048,0.4897
2026-01-09 16:24:36,entanglement,2048,0.4868
2026-01-09 16:33:01,collapse,2048,0.5093
2026-01-09 16:35:07,collapse,2048,0.4980
2026-01-09 16:44:57,collapse,2048,0.5107
2026-01-09 16:45:11,entanglement,2048,0.4790
2026-01-09 18:37:36,collapse,2048,0.5005
2026-01-09 22:27:56,collapse,2048,0.5215
2026-01-09 22:31:34,tunneling,2048,0.5044
2026-01-09 22:43:23,collapse,2048,0.4883
2026-01-09 23:06:02,collapse,2048,0.5049
2026-01-09 23:06:22,tunneling,2048,0.5103
2026-01-09 23:06:36,entanglement,2048,0.5049
2026-01-09 23:07:17,collapse,2048,0.5000
2026-01-09 23:07:36,tunneling,2048,0.4883
